SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#352;SKU #352;;;;;;;;0;0
#353;SKU #353;#12;#2;#205;#33;#1;30.06.2017;01.01.1900;0.75;0.125
#354;SKU #354;#12;#1;#287;#37;#1;30.06.2017;01.01.1900;0.75;0.13
#355;SKU #355;#6;#2;#26;#1;#1;17.05.2017;16.07.2021;1;0.4
#356;SKU #356;#10;#1;#75;#8;#1;16.05.2017;01.01.1900;0.7;0.413
#357;SKU #357;#10;#1;#75;#8;#1;16.05.2017;01.01.1900;0.7;0.413
#358;SKU #358;#12;#1;#252;#34;#1;27.04.2017;01.01.1900;0.75;0.115
#359;SKU #359;#6;#1;#37;#1;#1;28.03.2017;01.01.1900;0.25;0.4
#360;SKU #360;#12;#1;#195;#33;#1;14.03.2017;01.01.1900;0.75;0.125
#361;SKU #361;#12;#1;#203;#33;#1;20.01.2017;01.01.1900;0.75;0.125
#362;SKU #362;;;;;;;;0;0
#363;SKU #363;#13;#1;#188;#32;#1;17.10.2016;01.01.1900;0.75;0.115
#364;SKU #364;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.11
#365;SKU #365;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.115
#366;SKU #366;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.11
#367;SKU #367;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.11
#368;SKU #368;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.11
#369;SKU #369;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.13
#370;SKU #370;#10;#1;#75;#8;#1;26.10.2012;01.01.1900;0.7;0.4
#371;SKU #371;#10;#1;#74;#8;#1;22.07.2013;01.01.1900;0.7;0.43
#372;SKU #372;#10;#1;#72;#8;#1;12.07.2012;01.01.1900;0.7;0.4
#373;SKU #373;#10;#1;#72;#8;#1;10.04.2014;01.01.1900;0.5;0.4
#374;SKU #374;#13;#2;#200;#33;#1;17.10.2016;22.07.2022;0.75;0.07
#375;SKU #375;#10;#1;#74;#8;#1;01.01.2001;01.01.1900;0.7;0.4
#376;SKU #376;#6;#1;#103;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#377;SKU #377;#12;#1;#221;#33;#1;05.06.2019;01.01.1900;0.75;0.12
#378;SKU #378;#12;#1;#177;#32;#1;10.07.2014;01.01.1900;0.75;0.12
#379;SKU #379;;;;;;;;0;0
#380;SKU #380;#12;#1;#196;#33;#2;24.12.2014;01.01.1900;0.75;0.13
#381;SKU #381;#12;#1;#284;#35;#1;24.12.2014;01.01.1900;0.75;0.125
#382;SKU #382;#12;#1;#285;#35;#1;24.12.2014;01.01.1900;0.75;0.12
#383;SKU #383;#1;#1;#47;#1;#1;01.07.2019;01.01.1900;0.5;0.4
#384;SKU #384;#12;#1;#196;#33;#1;02.12.2019;01.01.1900;0.75;0.12
#385;SKU #385;#12;#1;#196;#33;#1;02.12.2019;01.01.1900;0.75;0.12
#386;SKU #386;#12;#2;#53;#3;#2;12.12.2019;01.01.1900;0.75;0.137
#387;SKU #387;#12;#2;#53;#3;#1;12.12.2019;01.01.1900;0.75;0.135
#388;SKU #388;#12;#1;#213;#33;#1;16.01.2020;01.01.1900;1;0.12
#389;SKU #389;#12;#2;#268;#34;#2;24.03.2020;01.01.1900;0.75;0.195
#390;SKU #390;#9;#1;#33;#1;#1;02.04.2020;01.01.1900;0.05;0.4
#391;SKU #391;;;;;;;;0;0
#392;SKU #392;#12;#1;#285;#35;#1;24.12.2014;01.01.1900;0.75;0.12
#393;SKU #393;#6;#2;#89;#13;#2;27.08.2015;16.07.2021;0.5;0.4
#394;SKU #394;#12;#2;#184;#32;#1;10.09.2015;01.01.1900;0.75;0.115
#395;SKU #395;#12;#2;#184;#32;#1;10.09.2015;01.01.1900;0.75;0.14
#396;SKU #396;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;1;0.4
#397;SKU #397;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;0.5;0.4
#398;SKU #398;#12;#2;#184;#32;#1;27.01.2017;01.01.1900;0.75;0.115
#399;SKU #399;#12;#2;#169;#30;#1;07.08.2017;01.01.1900;0.7;0.1
#400;SKU #400;#12;#1;#206;#33;#1;30.06.2017;01.01.1900;0.75;0.135
#401;SKU #401;#12;#1;#289;#38;#1;30.06.2017;01.01.1900;0.75;0.12
#402;SKU #402;;;;;;;;0;0
#403;SKU #403;#12;#1;#289;#38;#1;30.06.2017;01.01.1900;0.75;0.13
#404;SKU #404;#12;#1;#287;#37;#1;30.06.2017;01.01.1900;0.75;0.105
#405;SKU #405;#12;#1;#287;#37;#1;30.06.2017;01.01.1900;0.75;0.125
#406;SKU #406;#1;#1;#13;#1;#1;22.07.2020;01.01.1900;0.7;0.4
#407;SKU #407;;;;;;;;0;0
#408;SKU #408;#2;#1;#52;#2;#1;22.06.2017;01.01.1900;0.7;0.35
#409;SKU #409;#12;#1;#317;#45;#1;12.01.2018;01.01.1900;0.75;0.13
#410;SKU #410;#1;#1;#17;#1;#1;09.02.2018;01.01.1900;1;0.4
#411;SKU #411;#12;#1;#317;#45;#1;12.01.2018;01.01.1900;0.75;0.13
#412;SKU #412;#12;#1;#215;#33;#1;27.11.2017;01.01.1900;0.75;0.13
#413;SKU #413;#12;#1;#216;#33;#1;27.11.2017;01.01.1900;0.75;0.12
#414;SKU #414;;;;;;;;0;0
#415;SKU #415;;;;;;;;0;0
#416;SKU #416;;;;;;;;0;0
#417;SKU #417;#12;#1;#291;#39;#1;04.10.2017;01.01.1900;0.75;0.115
#418;SKU #418;#12;#1;#208;#33;#1;27.09.2017;01.01.1900;0.75;0.13
#419;SKU #419;#12;#2;#208;#33;#1;27.09.2017;01.01.1900;0.75;0.125
#420;SKU #420;#6;#1;#103;#17;#1;31.01.2020;01.01.1900;0.25;0.4
#421;SKU #421;#4;#1;#57;#5;#1;21.08.2013;01.01.1900;0.5;0.3
#422;SKU #422;#13;#1;#298;#40;#1;22.05.2018;01.01.1900;0.75;0.11
#423;SKU #423;#10;#1;#75;#8;#1;01.01.2001;01.01.1900;0.7;0.4
#424;SKU #424;#10;#1;#75;#8;#1;17.05.2019;01.01.1900;0.7;0.43
#425;SKU #425;;;;;;;;0;0
#426;SKU #426;#2;#2;#31;#1;#1;05.07.2018;07.09.2021;0.5;0.24
#427;SKU #427;#12;#1;#174;#32;#1;29.05.2014;01.01.1900;0.75;0.11
#428;SKU #428;#12;#2;#172;#32;#1;29.05.2014;01.01.1900;0.75;0.12
#429;SKU #429;#12;#1;#174;#32;#1;27.06.2018;01.01.1900;0.75;0.12
#430;SKU #430;#1;#2;#19;#1;#1;29.08.2016;20.07.2021;0.7;0.4
#431;SKU #431;#6;#2;#89;#13;#2;27.08.2015;16.07.2021;0.5;0.4
#432;SKU #432;;;;;;;;0;0
#433;SKU #433;#7;#1;#63;#6;#1;23.12.2014;01.01.1900;0.7;0.4
#434;SKU #434;#11;#1;#85;#11;#1;02.09.2014;01.01.1900;0.7;0.412
#435;SKU #435;#11;#1;#85;#11;#1;02.09.2014;01.01.1900;0.7;0.4
#436;SKU #436;#1;#1;#164;#28;#1;01.08.2014;01.01.1900;0.25;0.4
#437;SKU #437;#12;#1;#177;#32;#1;10.07.2014;01.01.1900;0.75;0.12
#438;SKU #438;#13;#2;#175;#32;#1;29.05.2014;22.07.2022;0.75;0.075
#439;SKU #439;#13;#2;#175;#32;#1;29.05.2014;22.07.2022;0.75;0.08
#440;SKU #440;#1;#2;#14;#1;#1;27.07.2011;08.09.2021;0.7;0.4
#441;SKU #441;#1;#2;#31;#1;#1;22.03.2017;07.09.2021;0.7;0.4
#442;SKU #442;#12;#1;#291;#39;#1;04.10.2017;01.01.1900;0.75;0.12
#443;SKU #443;#12;#1;#291;#39;#1;04.10.2017;01.01.1900;0.75;0.12
#444;SKU #444;#13;#1;#188;#32;#1;17.10.2016;01.01.1900;0.75;0.115
#445;SKU #445;#12;#1;#317;#45;#1;12.01.2018;01.01.1900;0.75;0.14
#446;SKU #446;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.125
#447;SKU #447;#12;#1;#187;#32;#1;17.10.2016;01.01.1900;0.75;0.13
#448;SKU #448;#6;#2;#35;#1;#1;01.06.2018;01.01.1900;0.5;0.4
#449;SKU #449;#1;#1;#15;#1;#1;28.08.2019;01.01.1900;0.7;0.4
#450;SKU #450;#7;#1;#62;#6;#1;30.06.2020;01.01.1900;0.7;0.38
#451;SKU #451;;;;;;;;0;0
#452;SKU #452;#12;#2;#319;#46;#1;24.03.2020;01.01.1900;0.75;0.1
#453;SKU #453;#1;#1;#34;#1;#1;30.01.2020;01.01.1900;0.5;0.4
#454;SKU #454;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;0.5;0.38
#455;SKU #455;#12;#1;#307;#41;#1;26.11.2018;01.01.1900;0.75;0.11
#456;SKU #456;#12;#1;#303;#41;#1;26.11.2018;01.01.1900;0.75;0.135
#457;SKU #457;#10;#1;#70;#8;#1;11.09.2018;01.01.1900;1;0.4
#458;SKU #458;;;;;;;;0;0
#459;SKU #459;#2;#2;#22;#1;#1;16.07.2018;27.07.2021;0.5;0.4
#460;SKU #460;;;;;;;;0;0
#461;SKU #461;;;;;;;;0;0
#462;SKU #462;#12;#1;#196;#33;#2;14.12.2016;01.01.1900;0.75;0.115
#463;SKU #463;#12;#1;#289;#38;#1;30.06.2017;01.01.1900;0.75;0.135
#464;SKU #464;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;0.25;0.4
#465;SKU #465;#12;#2;#318;#46;#1;17.09.2019;01.01.1900;0.75;0.13
#466;SKU #466;;;;;;;;0;0
#467;SKU #467;#6;#2;#100;#17;#1;31.01.2020;22.12.2021;0.7;0.4
#468;SKU #468;#6;#2;#100;#17;#1;31.01.2020;22.12.2021;0.25;0.4
#469;SKU #469;#12;#2;#172;#32;#1;29.05.2014;01.01.1900;0.75;0.115
#470;SKU #470;;;;;;;;0;0
#471;SKU #471;#12;#1;#180;#32;#1;05.06.2015;01.01.1900;0.75;0.13
#472;SKU #472;#12;#1;#292;#40;#1;22.05.2018;01.01.1900;0.75;0.12
#473;SKU #473;;;;;;;;0;0
#474;SKU #474;#12;#1;#291;#39;#1;04.10.2017;01.01.1900;0.75;0.115
#475;SKU #475;;;;;;;;0;0
#476;SKU #476;;;;;;;;0;0
#477;SKU #477;#12;#1;#178;#32;#1;14.11.2014;01.01.1900;0.75;0.105
#478;SKU #478;#15;#1;#82;#9;#1;26.11.2013;01.01.1900;0.7;0.7
#479;SKU #479;#1;#2;#14;#1;#1;27.07.2011;14.09.2021;0.7;0.4
#480;SKU #480;#12;#2;#209;#33;#1;18.04.2019;01.01.1900;0.75;0.125
#481;SKU #481;;;;;;;;0;0
#482;SKU #482;;;;;;;;0;0
#483;SKU #483;#12;#1;#178;#32;#1;14.11.2014;01.01.1900;0.75;0.11
#484;SKU #484;#12;#1;#285;#35;#1;24.12.2014;01.01.1900;0.75;0.12
#485;SKU #485;#6;#1;#35;#1;#1;15.10.2018;01.01.1900;0.5;0.4
#486;SKU #486;;;;;;;;0;0
#487;SKU #487;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.7;0.4
#488;SKU #488;#11;#1;#84;#10;#1;30.06.2020;01.01.1900;0.7;0.4
#489;SKU #489;#12;#1;#258;#34;#1;07.08.2018;01.01.1900;0.75;0.125
#490;SKU #490;;;;;;;;0;0
#491;SKU #491;#1;#1;#13;#1;#1;16.02.2018;01.01.1900;0.7;0.4
#492;SKU #492;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.7;0.4
#493;SKU #493;#13;#1;#54;#3;#1;03.03.2020;01.01.1900;0.75;0.12
#494;SKU #494;;;;;;;;0;0
#495;SKU #495;#11;#2;#83;#10;#1;23.05.2019;05.04.2022;1;0.4
#496;SKU #496;;;;;;;;0;0
#497;SKU #497;#12;#1;#289;#38;#1;30.06.2017;01.01.1900;0.75;0.12
#498;SKU #498;;;;;;;;0;0
#499;SKU #499;#4;#1;#58;#5;#1;23.10.2017;01.01.1900;0.5;0.3
#500;SKU #500;#5;#1;#43;#1;#1;30.03.2020;01.01.1900;0.7;0.43
#501;SKU #501;#12;#1;#180;#32;#1;05.06.2015;01.01.1900;0.75;0.12
#502;SKU #502;#10;#1;#73;#8;#1;21.02.2020;01.01.1900;0.7;0.4
#503;SKU #503;#6;#1;#103;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#504;SKU #504;#1;#2;#31;#1;#2;21.05.2019;01.04.2022;0.25;0.4
#505;SKU #505;;;;;;;;0;0
#506;SKU #506;;;;;;;;0;0
#507;SKU #507;#12;#1;#213;#33;#1;29.09.2017;01.01.1900;0.75;0.105
#508;SKU #508;#12;#2;#169;#30;#1;07.08.2017;01.01.1900;0.7;0.095
#509;SKU #509;#12;#1;#284;#35;#1;27.01.2017;01.01.1900;0.75;0.125
#510;SKU #510;#10;#1;#72;#8;#1;01.01.2001;01.01.1900;0.35;0.4
#511;SKU #511;;;;;;;;0;0
#512;SKU #512;#1;#1;#11;#1;#1;01.01.2001;01.01.1900;0.05;0.4
#513;SKU #513;#13;#1;#54;#3;#1;03.03.2020;01.01.1900;0.75;0.12
#514;SKU #514;#12;#2;#53;#3;#1;05.12.2018;01.01.1900;0.75;0.135
#515;SKU #515;#12;#1;#301;#41;#1;26.11.2018;01.01.1900;0.75;0.115
#516;SKU #516;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;1;0.38
#517;SKU #517;;;;;;;;0;0
#518;SKU #518;;;;;;;;0;0
#519;SKU #519;#1;#1;#11;#1;#1;11.10.2019;01.01.1900;0.7;0.4
#520;SKU #520;#12;#2;#192;#33;#1;29.05.2014;01.01.1900;0.75;0.125
#521;SKU #521;#7;#1;#62;#6;#1;01.01.2001;01.01.1900;0.5;0.38
#522;SKU #522;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#523;SKU #523;#12;#1;#296;#40;#2;22.05.2018;01.01.1900;0.75;0.14
#524;SKU #524;#12;#1;#297;#40;#2;22.05.2018;01.01.1900;0.75;0.12
#525;SKU #525;#12;#2;#256;#34;#1;14.06.2018;01.01.1900;0.75;0.125
#526;SKU #526;#10;#1;#74;#8;#1;05.04.2017;01.01.1900;0.7;0.478
#527;SKU #527;#12;#2;#213;#33;#1;29.09.2017;01.01.1900;0.75;0.11
#528;SKU #528;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#529;SKU #529;#6;#1;#97;#17;#1;31.01.2020;01.01.1900;0.7;0.4
#530;SKU #530;#6;#1;#97;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#531;SKU #531;#5;#1;#43;#1;#1;01.10.2019;01.01.1900;0.7;0.43
#532;SKU #532;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;0.7;0.38
#533;SKU #533;#10;#1;#73;#8;#1;06.08.2019;01.01.1900;0.7;0.43
#534;SKU #534;;;;;;;;0;0
#535;SKU #535;#12;#2;#212;#33;#1;18.04.2019;22.07.2022;0.75;0.125
#536;SKU #536;#1;#1;#13;#1;#1;19.07.2019;01.01.1900;0.7;0.4
#537;SKU #537;#1;#1;#9;#1;#1;26.09.2018;01.01.1900;0.25;0.4
#538;SKU #538;#12;#2;#300;#41;#1;26.11.2018;22.07.2022;0.187;0.115
#539;SKU #539;#12;#1;#300;#41;#1;26.11.2018;01.01.1900;0.75;0.115
#540;SKU #540;#12;#2;#308;#41;#1;26.11.2018;22.07.2022;0.187;0.135
#541;SKU #541;#12;#1;#53;#3;#1;09.10.2020;01.01.1900;0.75;0.135
#542;SKU #542;;;;;;;;0;0
#543;SKU #543;#13;#1;#54;#3;#1;14.07.2020;01.01.1900;0.75;0.12
#544;SKU #544;#13;#1;#224;#33;#1;28.05.2020;01.01.1900;0.2;0.11
#545;SKU #545;#12;#1;#301;#41;#1;19.05.2020;01.01.1900;0.75;0.125
#546;SKU #546;#10;#1;#38;#1;#1;22.04.2020;01.01.1900;0.7;0.4
#547;SKU #547;#1;#1;#47;#1;#1;13.04.2020;01.01.1900;0.7;0.4
#548;SKU #548;;;;;;;;0;0
#549;SKU #549;#12;#2;#268;#34;#1;24.03.2020;01.01.1900;0.75;0.195
#550;SKU #550;#12;#1;#197;#33;#1;05.03.2020;01.01.1900;0.75;0.11
#551;SKU #551;#7;#1;#62;#6;#1;23.12.2014;01.01.1900;0.5;0.38
#552;SKU #552;#13;#1;#179;#32;#1;14.11.2014;01.01.1900;0.75;0.11
#553;SKU #553;#12;#1;#177;#32;#1;10.07.2014;01.01.1900;0.75;0.12
#554;SKU #554;#12;#2;#176;#32;#1;29.05.2014;01.04.2022;0.75;0.13
#555;SKU #555;#12;#2;#173;#32;#1;29.05.2014;22.07.2022;0.75;0.105
#556;SKU #556;#12;#2;#173;#32;#1;29.05.2014;22.07.2022;0.75;0.11
#557;SKU #557;;;;;;;;0;0
#558;SKU #558;#14;#1;#78;#8;#1;22.06.2012;01.01.1900;0.75;0.4
#559;SKU #559;;;;;;;;0;0
#560;SKU #560;#10;#1;#75;#8;#1;26.10.2012;01.01.1900;0.7;0.4
#561;SKU #561;#10;#1;#73;#8;#1;01.01.2001;01.01.1900;0.5;0.4
#562;SKU #562;#11;#1;#80;#8;#1;12.01.2015;01.01.1900;0.7;0.4
#563;SKU #563;;;;;;;;0;0
#564;SKU #564;;;;;;;;0;0
#565;SKU #565;#12;#1;#292;#40;#2;22.05.2018;01.01.1900;0.75;0.125
#566;SKU #566;;;;;;;;0;0
#567;SKU #567;#1;#1;#11;#1;#1;01.01.2001;01.01.1900;0.7;0.4
#568;SKU #568;#5;#1;#77;#8;#1;01.01.2001;01.01.1900;0.7;0.44
#569;SKU #569;#12;#1;#263;#34;#1;05.12.2018;01.01.1900;0.75;0.13
#570;SKU #570;#7;#1;#63;#6;#1;23.12.2014;01.01.1900;0.7;0.38
#571;SKU #571;#12;#1;#197;#33;#1;29.05.2019;01.01.1900;0.75;0.085
#572;SKU #572;#17;#1;#309;#41;#1;26.11.2018;01.01.1900;0.75;0
#573;SKU #573;#10;#1;#75;#8;#1;26.10.2012;01.01.1900;0.35;0.4
#574;SKU #574;;;;;;;;0;0
#575;SKU #575;#10;#1;#76;#8;#1;29.01.2018;01.01.1900;1;0.4
#576;SKU #576;#12;#2;#202;#33;#1;19.10.2016;22.07.2022;0.75;0.11
#577;SKU #577;;;;;;;;0;0
#578;SKU #578;;;;;;;;0;0
#579;SKU #579;#15;#2;#82;#9;#1;17.12.2013;20.09.2016;0.7;0.5
#580;SKU #580;;;;;;;;0;0
#581;SKU #581;#2;#2;#36;#1;#1;23.09.2016;08.04.2020;0.5;0.35
#582;SKU #582;#9;#2;#29;#1;#1;24.06.2014;20.07.2021;0.5;0.15
#583;SKU #583;;;;;;;;0;0
#584;SKU #584;;;;;;;;0;0
#585;SKU #585;#10;#1;#71;#8;#1;05.09.2018;01.01.1900;0.7;0.4
#586;SKU #586;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;0.5;0.4
#587;SKU #587;#7;#1;#62;#6;#1;10.12.2019;01.01.1900;0.7;0.38
#588;SKU #588;#7;#1;#62;#6;#1;30.06.2020;01.01.1900;0.7;0.38
#589;SKU #589;#10;#1;#38;#1;#1;21.07.2020;01.01.1900;0.25;0.4
#590;SKU #590;;;;;;;;0;0
#591;SKU #591;#12;#1;#297;#40;#1;22.05.2018;01.01.1900;0.75;0.12
#592;SKU #592;#2;#2;#17;#1;#1;08.04.2020;16.03.2022;0.5;0.6
#593;SKU #593;;;;;;;;0;0
#594;SKU #594;#1;#2;#12;#1;#1;10.11.2017;01.01.1900;0.5;0.4
#595;SKU #595;#12;#1;#306;#41;#1;26.11.2018;01.01.1900;0.75;0.13
#596;SKU #596;#1;#1;#13;#1;#1;25.02.2020;01.01.1900;1;0.4
#597;SKU #597;;;;;;;;0;0
#598;SKU #598;#12;#1;#217;#33;#1;17.01.2019;01.01.1900;0.75;0.14
#599;SKU #599;#12;#1;#213;#33;#1;29.09.2017;01.01.1900;0.75;0.12
#600;SKU #600;;;;;;;;0;0
#601;SKU #601;#12;#1;#211;#33;#1;27.09.2017;01.01.1900;0.75;0.125
#602;SKU #602;;;;;;;;0;0
#603;SKU #603;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#604;SKU #604;#6;#1;#96;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#605;SKU #605;#6;#1;#96;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#606;SKU #606;;;;;;;;0;0
#607;SKU #607;#9;#1;#33;#1;#1;26.02.2019;01.01.1900;1;0.4
#608;SKU #608;#12;#1;#297;#40;#1;22.05.2018;01.01.1900;0.75;0.12
#609;SKU #609;#13;#1;#292;#40;#1;22.05.2018;01.01.1900;0.75;0.12
#610;SKU #610;;;;;;;;0;0
#611;SKU #611;#6;#2;#27;#1;#1;05.06.2018;29.10.2020;0.25;0.4
#612;SKU #612;;;;;;;;0;0
#613;SKU #613;;;;;;;;0;0
#614;SKU #614;#1;#2;#14;#1;#1;30.12.2016;15.01.2020;0.5;0.4
#615;SKU #615;;;;;;;;0;0
#616;SKU #616;;;;;;;;0;0
#617;SKU #617;;;;;;;;0;0
#618;SKU #618;#12;#2;#299;#41;#1;26.11.2018;01.01.1900;0.75;0.145
#619;SKU #619;#15;#1;#82;#9;#1;15.11.2013;01.01.1900;0.5;0.7
#620;SKU #620;#12;#1;#171;#32;#1;29.05.2014;01.01.1900;0.75;0.125
#621;SKU #621;#6;#2;#100;#17;#1;31.01.2020;22.12.2021;0.5;0.4
#622;SKU #622;#1;#1;#9;#1;#1;31.05.2016;01.01.1900;0.7;0.4
#623;SKU #623;#1;#1;#11;#1;#1;28.10.2013;01.01.1900;0.5;0.4
#624;SKU #624;#1;#1;#9;#1;#1;14.08.2018;01.01.1900;0.5;0.4
#625;SKU #625;#6;#2;#100;#17;#1;27.05.2020;01.01.1900;0.5;0.4
#626;SKU #626;;;;;;;;0;0
#627;SKU #627;#1;#1;#163;#28;#1;26.02.2018;01.01.1900;0.5;0.4
#628;SKU #628;;;;;;;;0;0
#629;SKU #629;#12;#1;#186;#32;#1;18.03.2016;01.01.1900;0.75;0.125
#630;SKU #630;;;;;;;;0;0
#631;SKU #631;#7;#1;#62;#6;#1;01.01.2001;01.01.1900;0.7;0.38
#632;SKU #632;#10;#1;#73;#8;#1;01.01.2001;01.01.1900;0.75;0.4
#633;SKU #633;#12;#1;#180;#32;#1;05.06.2015;01.01.1900;0.75;0.125
#634;SKU #634;;;;;;;;0;0
#635;SKU #635;;;;;;;;0;0
#636;SKU #636;#12;#1;#258;#34;#1;07.08.2018;01.01.1900;0.75;0.12
#637;SKU #637;#9;#1;#33;#1;#1;31.07.2019;01.01.1900;0.25;0.4
#638;SKU #638;#9;#1;#33;#1;#1;31.07.2019;01.01.1900;0.25;0.38
#639;SKU #639;#2;#2;#31;#1;#1;30.03.2020;06.09.2021;0.5;0.4
#640;SKU #640;#6;#1;#98;#17;#1;31.01.2020;01.01.1900;0.5;0.4
#641;SKU #641;#12;#1;#284;#35;#1;27.01.2017;01.01.1900;0.75;0.125
#642;SKU #642;;;;;;;;0;0
#643;SKU #643;;;;;;;;0;0
#644;SKU #644;#12;#1;#252;#34;#2;14.11.2014;01.01.1900;0.75;0.125
#645;SKU #645;#12;#1;#206;#33;#1;30.06.2017;01.01.1900;0.75;0.145
#646;SKU #646;;;;;;;;0;0
#647;SKU #647;#12;#1;#207;#33;#1;19.07.2017;01.01.1900;0.187;0.13
#648;SKU #648;#1;#1;#9;#1;#1;06.03.2018;01.01.1900;1;0.4
#649;SKU #649;;;;;;;;0;0
#650;SKU #650;#9;#2;#36;#1;#1;01.06.2020;28.03.2022;0.5;0.15
#651;SKU #651;#10;#1;#72;#8;#1;01.01.2001;01.01.1900;1;0.4
#652;SKU #652;#2;#1;#17;#1;#1;20.03.2020;01.01.1900;0.5;0.38
#653;SKU #653;;;;;;;;0;0
#654;SKU #654;#7;#2;#94;#16;#2;03.11.2017;01.01.1900;0.7;0.4
#655;SKU #655;#12;#2;#202;#33;#1;19.10.2016;22.07.2022;0.75;0.11
#656;SKU #656;;;;;;;;0;0
#657;SKU #657;#1;#1;#39;#1;#1;02.08.2019;01.01.1900;1;0.4
#658;SKU #658;;;;;;;;0;0
#659;SKU #659;#12;#1;#213;#33;#1;16.01.2020;01.01.1900;1;0.115
#660;SKU #660;#10;#1;#38;#1;#1;15.05.2018;01.01.1900;0.5;0.4
#661;SKU #661;;;;;;;;0;0
#662;SKU #662;#1;#2;#31;#1;#1;25.06.2019;24.01.2022;0.5;0.4
#663;SKU #663;#12;#2;#306;#41;#1;26.11.2018;01.01.1900;0.75;0.135
#664;SKU #664;#12;#1;#207;#33;#1;10.10.2017;01.01.1900;0.187;0.115
#665;SKU #665;#1;#1;#12;#1;#1;01.01.2001;01.01.1900;0.75;0.4
#666;SKU #666;#10;#1;#73;#8;#1;26.12.2016;01.01.1900;0.7;0.43
#667;SKU #667;#1;#1;#19;#1;#1;24.03.2020;01.01.1900;0.5;0.4
#668;SKU #668;;;;;;;;0;0
#669;SKU #669;#1;#1;#19;#1;#1;24.03.2020;01.01.1900;0.5;0.4
#670;SKU #670;#6;#2;#27;#1;#1;10.08.2017;29.10.2020;0.5;0.4
#671;SKU #671;#1;#1;#4;#1;#1;19.08.2013;01.01.1900;0.25;0.4
#672;SKU #672;#1;#1;#4;#1;#1;15.04.2019;01.01.1900;0.5;0.4
#673;SKU #673;;;;;;;;0;0
#674;SKU #674;#1;#2;#10;#1;#1;30.01.2017;28.10.2020;0.5;0.4
#675;SKU #675;;;;;;;;0;0
#676;SKU #676;#12;#1;#217;#33;#1;17.01.2019;01.01.1900;0.75;0.14
#677;SKU #677;#1;#1;#11;#1;#1;24.05.2017;15.01.2020;3;0.4
#678;SKU #678;#1;#1;#9;#1;#1;31.05.2016;06.08.2019;1;0.4
#679;SKU #679;;;;;;;;0;0
#680;SKU #680;#10;#1;#81;#8;#1;06.08.2019;01.01.1900;0.7;0.4
#681;SKU #681;;;;;;;;0;0
#682;SKU #682;;;;;;;;0;0
#683;SKU #683;;;;;;;;0;0
#684;SKU #684;#1;#2;#19;#1;#1;29.08.2016;20.07.2021;0.5;0.4
#685;SKU #685;;;;;;;;0;0
#686;SKU #686;#11;#1;#83;#10;#1;01.01.2001;01.01.1900;0.7;0.375
#687;SKU #687;;;;;;;;0;0
#688;SKU #688;#1;#2;#21;#1;#1;03.02.2014;24.02.2021;0.5;0.4
#689;SKU #689;#6;#2;#26;#1;#1;24.10.2018;27.12.2021;0.5;0.4
#690;SKU #690;#1;#2;#4;#1;#1;26.10.2018;20.08.2019;0.5;0.4
#691;SKU #691;#2;#1;#4;#1;#1;14.07.2020;01.01.1900;0.5;0.38
#692;SKU #692;;;;;;;;0;0
#693;SKU #693;;;;;;;;0;0
#694;SKU #694;#1;#1;#5;#1;#1;17.07.2019;01.01.1900;0.5;0.4
#695;SKU #695;;;;;;;;0;0
#696;SKU #696;;;;;;;;0;0
#697;SKU #697;;;;;;;;0;0
#698;SKU #698;;;;;;;;0;0
#699;SKU #699;;;;;;;;0;0
#700;SKU #700;;;;;;;;0;0
#701;SKU #701;;;;;;;;0;0
#702;SKU #702;#1;#1;#5;#1;#1;21.07.2020;01.01.1900;0.25;0.4
#703;SKU #703;;;;;;;;0;0
#704;SKU #704;;;;;;;;0;0
#705;SKU #705;;;;;;;;0;0
#706;SKU #706;;;;;;;;0;0
#707;SKU #707;#6;#1;#27;#1;#1;10.08.2017;29.10.2020;0.7;0.4
#708;SKU #708;;;;;;;;0;0
